3,70
3,72
5,74
5,92
4,93
4,95
3,96
2,95
2,79
1,78
1,77
0,76
0,75
0,105
1,104
2,104
3,103
4,103
5,104
3,106
3,109
3,107
4,106
5,107
5,113
3,115
3,117
3,116
4,115
7,115
8,114
7,113
8,112
10,112
9,111
11,109
10,108
10,105
11,104
10,103
10,86
9,85
9,82
10,81
9,80
9,76
8,76
7,75
7,73
6,72
5,72
4,71
4,70
34,62
33,63
36,66
36,67
37,68
37,69
36,70
36,90
35,91
33,91
33,92
34,93
33,94
34,95
34,98
35,97
36,98
36,116
37,117
37,118
36,119
37,119
38,120
37,121
35,121
34,120
34,118
34,120
35,121
35,122
37,122
37,121
38,120
39,121
39,122
43,122
43,121
41,119
42,118
43,118
43,117
45,115
44,114
44,110
45,109
44,108
44,105
45,104
47,104
48,105
48,123
47,124
47,125
52,125
53,124
57,124
56,124
55,123
55,121
56,120
56,108
57,107
56,106
56,88
55,87
55,73
54,72
54,70
53,69
54,68
54,67
53,67
52,66
52,65
50,65
49,64
50,63
52,63
49,63
48,62
47,62
46,63
46,65
47,65
48,66
48,67
49,68
49,79
48,80
46,78
46,77
45,78
45,82
44,83
43,82
43,72
42,71
43,70
42,69
42,68
41,67
41,66
40,67
39,66
39,65
38,64
39,63
38,63
37,62
120,43
120,45
121,46
121,47
124,50
124,52
125,53
124,54
124,82
123,83
123,121
122,122
120,120
120,119
121,118
121,115
120,114
120,113
121,112
120,111
120,80
119,79
119,63
118,62
119,61
118,60
118,59
117,58
117,55
116,54
116,53
114,51
112,51
110,49
110,47
109,47
109,51
110,51
111,52
111,53
112,54
112,79
111,80
111,82
110,83
109,82
109,75
108,74
108,72
109,71
109,70
108,69
108,64
107,63
108,62
107,62
106,61
106,58
104,56
105,55
104,56
103,56
102,55
103,54
102,55
101,55
100,54
101,53
100,52
100,51
99,51
99,55
100,55
101,56
101,57
102,58
102,71
101,72
100,71
100,64
99,64
98,63
98,61
97,60
97,59
96,58
94,58
92,56
93,55
92,54
91,54
91,57
93,59
93,60
94,61
94,79
93,80
92,79
92,78
91,77
91,67
90,67
89,66
89,62
87,60
86,61
85,61
84,60
85,59
84,58
83,58
82,59
81,59
82,60
83,60
84,61
83,62
83,63
82,64
81,63
81,62
79,60
79,58
73,58
73,60
74,60
76,62
76,63
77,64
77,77
76,78
76,81
75,82
74,81
74,80
73,80
72,79
71,80
71,85
70,86
69,85
69,74
68,73
68,72
69,71
68,70
68,69
67,68
68,67
67,66
68,65
66,65
63,62
64,61
62,61
61,60
59,60
59,63
60,63
62,65
62,81
61,82
61,107
60,108
61,109
61,121
60,122
59,121
59,110
59,111
58,112
58,122
60,124
60,125
59,126
65,126
64,125
65,124
71,124
69,122
69,121
70,120
70,104
71,103
72,104
75,104
76,105
76,127
75,128
75,129
76,128
82,128
83,129
82,130
82,136
82,132
83,131
91,131
92,130
99,130
100,131
100,134
98,136
105,136
106,135
110,135
111,136
108,139
108,140
107,141
107,146
108,147
108,148
109,148
109,143
110,142
111,142
112,141
113,141
114,140
117,140
118,139
121,139
122,140
122,143
121,144
120,144
119,143
120,142
118,142
117,143
113,143
113,146
114,146
115,145
116,146
117,145
118,145
119,146
118,147
118,152
119,153
120,153
120,148
119,147
120,146
125,146
126,145
129,145
130,144
127,141
128,140
125,137
124,138
123,137
121,139
118,139
117,138
119,136
117,136
116,135
117,134
119,134
119,132
118,131
120,129
120,128
121,127
121,124
120,123
121,122
122,122
123,123
124,123
125,124
124,125
123,125
123,129
124,128
124,127
125,126
125,124
123,122
125,120
125,119
126,118
126,117
127,116
129,118
130,118
131,119
131,120
131,116
133,114
133,96
132,95
132,64
131,63
131,56
129,54
129,51
125,47
124,47
123,46
123,43
136,36
135,37
135,39
136,40
136,41
137,41
138,42
138,43
139,44
139,45
140,46
140,66
139,67
139,142
138,143
138,144
137,145
138,146
138,147
135,150
135,152
134,153
133,153
134,154
134,155
133,156
134,157
134,160
135,160
136,159
136,154
135,153
136,152
143,152
144,151
145,152
147,150
142,150
141,149
142,148
144,148
143,148
142,147
142,146
143,145
145,145
145,144
147,142
146,143
145,143
144,142
144,139
145,138
145,137
146,136
147,137
147,138
149,138
150,139
150,133
151,132
150,131
150,130
149,129
149,128
148,127
149,126
149,124
150,123
151,124
150,123
150,91
149,90
149,64
148,63
148,51
146,49
146,46
145,45
145,44
144,43
144,42
143,41
141,41
140,42
138,40
139,39
138,39
137,38
137,36
154,29
153,30
152,30
151,31
152,32
152,35
153,35
156,38
156,39
157,40
157,87
156,88
157,89
157,91
156,92
156,124
157,125
157,151
165,151
164,150
164,149
161,149
160,148
161,147
171,147
172,146
171,145
171,128
170,127
170,120
171,119
171,111
170,110
170,92
169,91
169,76
168,75
168,56
167,55
167,46
165,46
164,45
164,41
163,40
164,39
163,38
163,37
160,34
159,34
158,35
157,35
156,34
157,33
157,32
158,31
156,29
220,6
219,7
216,7
215,8
215,11
216,12
216,14
218,14
221,17
221,18
222,19
222,20
223,21
223,24
224,25
223,26
223,27
224,28
224,29
223,30
223,64
222,65
222,95
221,96
220,95
220,80
219,79
219,78
220,77
220,74
218,74
216,72
217,71
216,72
216,73
215,74
214,73
212,73
211,72
208,72
207,73
206,72
205,72
204,71
204,69
204,83
205,84
205,103
206,104
206,101
207,100
208,101
208,102
210,104
210,117
213,117
213,98
212,97
212,84
210,82
210,81
212,79
215,79
215,78
216,77
217,78
217,79
218,79
219,80
219,82
218,83
218,118
220,118
221,119
221,125
222,126
221,127
222,128
222,147
221,148
221,154
222,155
222,160
245,160
244,159
244,153
245,152
244,151
244,144
245,143
244,142
244,140
243,139
243,138
244,137
243,136
243,134
244,133
244,132
243,131
244,130
244,129
243,128
243,125
244,124
244,121
243,120
244,119
244,117
243,116
243,114
244,113
244,112
243,111
243,109
244,108
244,104
243,103
243,95
242,94
242,91
243,90
242,89
242,80
241,79
241,72
240,71
240,52
239,51
239,37
238,36
238,30
237,29
237,28
236,28
233,25
234,24
235,24
235,21
236,20
236,18
236,20
235,21
235,22
234,23
233,22
233,18
232,17
232,15
230,13
228,13
227,14
224,14
223,13
223,12
224,11
226,11
222,11
221,10
222,9
223,9
222,9
221,8
221,7
222,6
223,6
225,8
227,8
227,7
226,8
225,7
224,7
223,6
277,0
277,2
278,3
278,4
279,5
279,8
278,9
278,10
279,11
279,20
278,21
278,44
277,45
277,151
278,150
279,151
279,153
278,154
277,154
280,154
281,153
282,154
283,154
283,153
284,152
286,154
286,151
287,150
287,149
289,147
290,148
290,151
289,152
290,153
290,154
290,153
291,152
293,152
294,151
294,150
296,148
297,148
297,146
298,145
299,146
299,147
300,146
300,145
301,144
302,145
302,146
303,146
304,145
305,145
306,144
307,145
307,146
307,132
306,131
306,103
305,102
305,80
304,79
305,78
304,77
304,75
305,74
304,73
304,59
303,58
303,42
302,41
302,36
301,35
301,32
302,31
302,29
301,28
301,19
300,18
300,11
301,10
301,9
297,9
296,8
297,7
298,7
298,3
299,2
299,0
297,0
297,1
296,2
295,1
295,0
295,3
294,4
293,3
293,0
171,0
169,2
168,1
168,3
167,4
167,7
166,8
166,10
165,11
165,14
164,15
162,15
161,16
160,16
158,18
159,19
158,20
156,20
157,21
158,21
159,22
158,23
158,24
157,25
156,24
156,23
156,24
157,25
157,26
156,27
154,27
158,27
159,26
160,27
162,25
165,25
166,24
167,24
169,22
172,22
173,21
175,21
176,20
178,20
179,21
179,27
181,27
184,30
184,31
185,32
185,34
186,35
186,36
185,37
185,79
184,80
184,81
182,83
181,82
181,81
182,80
180,82
180,84
183,84
184,85
183,86
183,87
182,88
181,87
181,86
180,87
180,94
181,94
183,96
182,97
183,96
184,97
184,102
183,103
182,102
182,101
181,101
180,100
180,97
180,100
183,103
183,104
184,105
184,123
185,124
185,148
184,149
183,148
182,149
181,149
180,148
176,148
176,151
177,152
184,152
185,153
185,159
184,160
183,160
184,160
185,159
187,159
187,158
186,158
185,157
186,156
187,156
186,155
188,153
189,153
190,152
189,151
191,149
191,147
189,145
190,144
191,144
190,143
191,142
191,138
192,137
193,138
193,145
195,147
195,148
196,149
194,151
194,152
192,154
194,152
195,153
196,152
197,153
197,154
202,154
202,148
201,147
201,146
202,145
202,144
201,143
202,142
201,142
200,141
202,139
202,138
201,137
201,134
200,133
201,132
200,131
199,131
198,130
199,129
199,128
200,127
202,127
201,127
200,126
201,125
201,124
200,123
202,121
201,120
201,118
200,117
201,116
201,105
200,104
201,103
201,101
200,100
200,96
199,95
199,93
200,92
200,84
199,83
199,80
200,79
200,78
199,77
199,69
198,68
198,56
197,55
197,43
196,42
196,38
194,38
193,37
193,36
194,35
193,34
193,29
191,27
191,26
190,27
185,27
184,26
185,25
185,24
184,24
183,23
184,22
185,22
185,21
184,21
183,20
182,20
181,19
181,15
178,15
177,14
177,13
176,12
176,10
177,9
177,7
175,7
174,8
172,8
171,7
172,6
173,6
173,5
171,5
170,4
170,2
171,1
172,2
173,2
173,1
174,0
175,0
